Strain	Accession	Date	Region	Country	Division	Authors	Journal	Title	Url	CTiter	CTiterSub	Clade Membership	Clock Length	DTiter	DTiterSub	Ep	Lbi	Ne	Num Date	Raw Date
A/Darwin/2/2015	EPI629765	2015-01-15	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	3.00	0.03	9.00	2015.04	2015-01-15
A/Bangladesh/3/2015	EPI629153	2015-05-10	South Asia	Bangladesh	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	3.00	0.01	10.00	2015.36	2015-05-11
A/Ghana/FIP206/2015	EPI624688	2015-04-16	Africa	Ghana	unknown	Crick Worldwide Influenza Centre	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	3.00	0.01	9.00	2015.29	2015-04-16
A/Taiwan/1036/2015	EPI691366	2015-09-05	China	Taiwan	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	3.00	0.00	13.00	2015.68	2015-09-05
A/Fukuoka/SDC1/2015	EPI586590	2015-03-15	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	3.00	0.03	10.00	2015.21	2015-03-16
A/Norway/2575/2015	EPI629042	2015-07-23	Europe	Norway	unknown	Norwegian Institute Of Public Health	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	3.00	0.01	10.00	2015.56	2015-07-23
A/HongKong/11699/2015	EPI631482	2015-06-07	China	Hong Kong	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	3.00	0.01	9.00	2015.43	2015-06-07
A/Assam/5361/2015	EPI687690	2015-06-04	South Asia	India	unknown	Other Database Import	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	3.00	0.01	10.00	2015.43	2015-06-05
A/Bangladesh/4008/2015	EPI690949	2015-10-16	South Asia	Bangladesh	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	3.00	0.00	11.00	2015.79	2015-10-17
A/Bangladesh/9001/2015	EPI690997	2015-10-02	South Asia	Bangladesh	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	3.00	0.00	10.00	2015.76	2015-10-03
A/Bangladesh/3002/2015	EPI685571	2015-05-06	South Asia	Bangladesh	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	3.00	0.02	9.00	2015.35	2015-05-07
A/Singapore/TT543/2015	EPI723769	2015-06-01	Southeast Asia	Singapore	unknown	Ministry Of Health Singapore	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	3.00	0.01	9.00	2015.42	2015-06-02
A/Bangladesh/20007/2015	EPI674965	2015-08-17	South Asia	Bangladesh	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	3.00	0.01	11.00	2015.63	2015-08-17
A/HongKong/11688/2015	EPI630632	2015-06-08	China	Hong Kong	unknown	Crick Worldwide Influenza Centre	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	3.00	0.01	9.00	2015.44	2015-06-08
A/Jordan/11902/2015	EPI672538	2015-05-03	West Asia	Jordan	unknown	Crick Worldwide Influenza Centre	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	3.00	0.02	9.00	2015.34	2015-05-04
A/Jordan/30397/2015	EPI748968	2015-07-29	West Asia	Jordan	unknown	Crick Worldwide Influenza Centre	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	3.00	0.01	9.00	2015.57	2015-07-29
A/Indonesia/Nihrd-Plk135/2016	EPI1131662	2016-01-01	Southeast Asia	Indonesia	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	3.00	0.00	9.00	2016.00	2016-01-01
A/Parana/756/2015	EPI1032032	2015-12-04	South America	Brazil	unknown	Instituto Oswaldo Cruz Fiocruz   Laboratory Of Respiratory Viruses And Measles (Lvrs)	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	3.00	0.00	10.00	2015.93	2015-12-05
A/Parana/710/2015	EPI1032024	2015-11-12	South America	Brazil	unknown	Instituto Oswaldo Cruz Fiocruz   Laboratory Of Respiratory Viruses And Measles (Lvrs)	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	3.00	0.00	11.00	2015.87	2015-11-13
A/Yokohama/98/2015	EPI674586	2015-10-27	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	3.00	0.00	10.00	2015.82	2015-10-28
A/Saitama/39/2015	EPI699918	2015-12-21	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	3.00	0.00	10.00	2015.97	2015-12-21
A/Nepal/142/2016	EPI844065	2016-01-25	South Asia	Nepal	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	4.00	0.00	12.00	2016.07	2016-01-25
A/Taiwan/1081/2015	EPI715749	2015-11-11	China	Taiwan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	3.00	0.00	11.00	2015.86	2015-11-11
A/Nepal/810/2015	EPI849546	2015-12-18	South Asia	Nepal	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	3.00	0.00	10.00	2015.96	2015-12-18
A/Nepal/202/2016	EPI844081	2016-02-01	South Asia	Nepal	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	3.00	0.00	11.00	2016.09	2016-02-01
A/Nepal/3574/2015	EPI849514	2015-11-19	South Asia	Nepal	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	3.00	0.00	10.00	2015.89	2015-11-20
A/Nepal/782/2015	EPI849538	2015-12-15	South Asia	Nepal	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	3.00	0.00	10.00	2015.96	2015-12-16
A/Kenya/17/2016	EPI986919	2016-08-10	Africa	Kenya	unknown	Other Database Import	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	4.00	0.00	10.00	2016.61	2016-08-10
A/Kenya/109/2016	EPI960241	2016-10-26	Africa	Kenya	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	3.00	0.00	9.00	2016.82	2016-10-25
A/Kenya/102/2016	EPI912130	2016-10-19	Africa	Kenya	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	3.00	0.00	10.00	2016.80	2016-10-18
A/Kenya/104/2016	EPI1017463	2016-11-07	Africa	Kenya	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	3.00	0.00	11.00	2016.85	2016-11-07
A/Norway/2544/2015	EPI629030	2015-06-16	Europe	Norway	unknown	Norwegian Institute Of Public Health	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	3.00	0.01	11.00	2015.46	2015-06-17
A/Nepal/147/2016	EPI844073	2016-01-25	South Asia	Nepal	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	3.00	0.00	12.00	2016.07	2016-01-25
A/Afghanistan/112/2016	EPI830595	2016-05-29	West Asia	Afghanistan	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	3.00	0.00	12.00	2016.41	2016-05-29
A/Mauritius/I-274/2015	EPI630636	2015-03-18	Africa	Mauritius	unknown	Crick Worldwide Influenza Centre	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	3.00	0.03	9.00	2015.21	2015-03-18
A/Zambia/6-00039/2015	EPI672718	2015-06-23	Africa	Zambia	unknown	Crick Worldwide Influenza Centre	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	3.00	0.01	10.00	2015.48	2015-06-23
A/Zambia/4-00423/2015	EPI749045	2015-10-15	Africa	Zambia	unknown	Crick Worldwide Influenza Centre	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	3.00	0.00	9.00	2015.79	2015-10-15
A/SolomonIslands/7/2016	EPI956417	2016-02-24	Oceania	Solomon Islands	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	3.00	0.00	9.00	2016.15	2016-02-24
A/Ethiopia/1784/2015	EPI732749	2015-12-30	Africa	Ethiopia	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	3.00	0.00	12.00	2016.00	2015-12-31
A/Jordan/30342/2015	EPI748966	2015-05-23	West Asia	Jordan	unknown	Crick Worldwide Influenza Centre	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	3.00	0.01	9.00	2015.39	2015-05-23
A/Taiwan/518/2015	EPI628892	2015-03-30	China	Taiwan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.06	0.10	6b	0.00	0.00	0.00	3.00	0.03	9.00	2015.24	2015-03-30
A/Arizona/40/2015	EPI700591	2015-11-30	North America	USA	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.06	0.10	6b1	0.00	0.00	0.00	4.00	0.01	12.00	2015.92	2015-12-01
A/HongKong/15581/2015	EPI680398	2015-10-05	China	Hong Kong	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.06	0.10	6b1	0.00	0.00	0.00	4.00	0.01	10.00	2015.76	2015-10-05
A/Chiba/49/2015	EPI699902	2015-09-16	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.06	0.10	6b1	0.00	0.00	0.00	4.00	0.01	11.00	2015.71	2015-09-17
A/Michigan/45/2015	EPI1349891	2015-09-06	North America	USA	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.06	0.10	6b1	0.00	0.00	0.00	4.00	0.02	10.00	2015.68	2015-09-07
A/NewYork/61/2015	EPI758651	2015-08-06	North America	USA	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.06	0.10	6b1	0.00	0.00	0.00	4.00	0.02	10.00	2015.60	2015-08-06
A/Hyogo/1043/2015	EPI678229	2015-08-26	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.06	0.10	6b1	0.00	0.00	0.00	4.00	0.02	10.00	2015.65	2015-08-27
A/Brisbane/181/2015	EPI704084	2015-10-05	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.06	0.10	6b1	0.00	0.00	0.00	4.00	0.01	11.00	2015.76	2015-10-06
A/Iceland/53/2015	EPI697721	2015-09-30	Europe	Iceland	unknown	Crick Worldwide Influenza Centre	unknown	unknown	unknown	0.06	0.10	6b1	0.00	0.00	0.00	4.00	0.01	11.00	2015.75	2015-09-30
A/Bangladesh/8007/2015	EPI709444	2015-11-15	South Asia	Bangladesh	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.06	0.10	6b1	0.00	0.00	0.00	4.00	0.01	10.00	2015.88	2015-11-16
A/Bahrain/1003/2015	EPI732805	2015-10-31	West Asia	Bahrain	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.06	0.10	6b1	0.00	0.00	0.00	4.00	0.01	10.00	2015.83	2015-10-31
A/Bahrain/504/2015	EPI732797	2015-10-09	West Asia	Bahrain	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.06	0.10	6b1	0.00	0.00	0.00	4.00	0.01	10.00	2015.77	2015-10-09
A/Oman/4783/2016	EPI830253	2016-05-20	West Asia	Oman	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.06	0.10	6b1	0.00	0.00	0.00	4.00	0.00	10.00	2016.38	2016-05-19
A/Fiji/8/2016	EPI1046623	2016-03-15	Oceania	Fiji	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.06	0.10	6b1	0.00	0.00	0.00	5.00	0.00	10.00	2016.20	2016-03-14
A/Singapore/TT1275/2015	EPI724916	2015-10-09	Southeast Asia	Singapore	unknown	Ministry Of Health Singapore	unknown	unknown	unknown	0.06	0.10	6b1	0.00	0.00	0.00	4.00	0.01	10.00	2015.77	2015-10-09
A/Aragon/1615/2015	EPI718173	2015-09-28	Europe	Spain	unknown	Crick Worldwide Influenza Centre	unknown	unknown	unknown	0.06	0.10	6b1	0.00	0.00	0.00	4.00	0.01	10.00	2015.74	2015-09-29
A/Aichi/100/2015	EPI651793	2015-09-01	Japan Korea	Japan	unknown	Aichi Prefectural Institute Of Public Health	unknown	unknown	unknown	0.06	0.10	6b1	0.00	0.00	0.00	4.00	0.02	10.00	2015.67	2015-09-02
A/Massachusetts/24/2015	EPI650041	2015-08-29	North America	USA	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.06	0.10	6b1	0.00	0.00	0.00	4.00	0.02	10.00	2015.66	2015-08-29
A/Lao/858/2016	EPI854214	2016-03-16	Southeast Asia	Laos	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.06	0.10	6b1	0.00	0.00	0.00	4.00	0.00	12.00	2016.21	2016-03-16
A/Kyoto/15K006/2016	EPI1091010	2016-01-21	Japan Korea	Japan	unknown	Niigata University	unknown	unknown	unknown	0.06	0.10	6b1	0.00	0.00	0.00	4.00	0.00	11.00	2016.06	2016-01-21
A/Nagasaki/15N011/2016	EPI781479	2016-01-25	Japan Korea	Japan	unknown	Niigata University	unknown	unknown	unknown	0.06	0.10	6b1	0.00	0.00	0.00	4.00	0.00	12.00	2016.07	2016-01-25
A/Nagano/2554/2015	EPI699894	2015-12-07	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.06	0.10	6b1	0.00	0.00	0.00	4.00	0.01	13.00	2015.93	2015-12-07
A/Nagano/3550/2015	EPI699896	2015-11-29	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.06	0.10	6b1	0.00	0.00	0.00	4.00	0.01	13.00	2015.91	2015-11-30
A/Dakar/14/2016	EPI982531	2016-11-03	Africa	Senegal	unknown	Crick Worldwide Influenza Centre	unknown	unknown	unknown	0.06	0.10	6b1	0.00	0.00	0.00	4.00	0.00	13.00	2016.84	2016-11-02
A/England/339/2016	EPI877173	2016-02-05	Europe	United Kingdom	unknown	Microbiology Services Colindale Public Health England	unknown	unknown	unknown	0.06	0.10	6b1	0.00	0.00	0.00	4.00	0.00	11.00	2016.10	2016-02-05
A/Toyama/90/2016	EPI840992	2016-06-01	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.06	0.10	6b1	0.00	0.00	0.00	4.00	0.00	12.00	2016.42	2016-06-01
A/Lao/656/2017	EPI1017415	2017-02-20	Southeast Asia	Laos	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.06	0.10	6b1	0.00	0.00	0.00	5.00	0.00	11.00	2017.14	2017-02-20
A/HongKong/2318/2016	EPI838845	2016-07-31	China	Hong Kong	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.06	0.10	6b1	0.00	0.00	0.00	4.00	0.00	12.00	2016.58	2016-07-31
A/Lao/F0174/2017	EPI1027179	2016-01-15	Southeast Asia	Laos	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.06	0.10	6b1	0.00	0.00	0.00	4.00	0.00	11.00	2016.04	2016-01-16
A/Lao/1035/2017	EPI1093942	2017-03-23	Southeast Asia	Laos	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.06	0.10	6b1	0.00	0.00	0.00	4.00	0.00	11.00	2017.23	2017-03-24
A/Lao/365/2017	EPI1024937	2017-01-29	Southeast Asia	Laos	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.06	0.10	6b1	0.00	0.00	0.00	4.00	0.00	12.00	2017.08	2017-01-30
A/Lao/1448/2017	EPI1093966	2017-05-05	Southeast Asia	Laos	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.06	0.10	6b1	0.00	0.00	0.00	4.00	0.00	14.00	2017.34	2017-05-05
A/HongKong/223/2017	EPI912241	2017-01-08	China	Hong Kong	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.06	0.10	6b1	0.00	0.00	0.00	4.00	0.00	12.00	2017.02	2017-01-09
A/HongKong/3648/2017	EPI1047100	2017-07-14	China	Hong Kong	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.06	0.10	6b1	0.00	0.00	0.00	4.00	0.00	11.00	2017.53	2017-07-14
A/Sichuan-Dongqu/SWL11082/2017	EPI1062814	2017-06-26	China	China	unknown	Who Chinese National Influenza Center	unknown	unknown	unknown	0.06	0.10	6b1	0.00	0.00	0.00	4.00	0.00	12.00	2017.48	2017-06-26
A/Oita/23/2016	EPI858878	2016-09-30	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.06	0.10	6b1	0.00	0.00	0.00	5.00	0.00	11.00	2016.75	2016-09-29
A/Oman/8208/2016	EPI982565	2016-07-29	West Asia	Oman	unknown	Crick Worldwide Influenza Centre	unknown	unknown	unknown	0.06	0.10	6b1	0.00	0.00	0.00	4.00	0.00	12.00	2016.58	2016-XX-XX
A/Lao/4573/2016	EPI1025009	2016-12-19	Southeast Asia	Laos	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.06	0.10	6b1	0.00	0.00	0.00	4.00	0.00	13.00	2016.97	2016-12-19
A/Lao/4633/2016	EPI1025224	2016-12-26	Southeast Asia	Laos	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.06	0.10	6b1	0.00	0.00	0.00	4.00	0.00	14.00	2016.99	2016-12-26
A/Lao/2618/2016	EPI870991	2016-08-29	Southeast Asia	Laos	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.06	0.10	6b1	0.00	0.00	0.00	4.00	0.00	12.00	2016.66	2016-08-29
A/Niigata/718/2016	EPI858011	2016-08-07	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.06	0.10	6b1	0.00	0.00	0.00	4.00	0.00	12.00	2016.60	2016-08-07
A/Ibaraki/69/2016	EPI869815	2016-09-15	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.06	0.10	6b1	0.00	0.00	0.00	4.00	0.00	13.00	2016.71	2016-09-14
A/Saitama/103/2016	EPI869835	2016-10-12	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.06	0.10	6b1	0.00	0.00	0.00	4.00	0.00	12.00	2016.78	2016-10-11
A/Singapore/ED0060/2016	EPI874194	2016-08-17	Southeast Asia	Singapore	unknown	Ministry Of Health Singapore	unknown	unknown	unknown	0.06	0.10	6b1	0.00	0.00	0.00	4.00	0.00	12.00	2016.63	2016-08-16
A/PrachuapKhiriKhan/314/2016	EPI917643	2016-10-12	Southeast Asia	Thailand	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.06	0.10	6b1	0.00	0.00	0.00	5.00	0.00	11.00	2016.78	2016-10-12
A/Guangxi-Jiangzhou/SWL1632/2017	EPI1062448	2017-08-03	China	China	unknown	Who Chinese National Influenza Center	unknown	unknown	unknown	0.06	0.10	6b1	0.00	0.00	0.00	4.00	0.00	12.00	2017.59	2017-08-04
A/Norway/3591/2016	EPI823607	2016-05-21	Europe	Norway	unknown	Crick Worldwide Influenza Centre	unknown	unknown	unknown	0.06	0.10	6b1	0.00	0.00	0.00	4.00	0.00	11.00	2016.39	2016-05-21
A/Lao/1117/2017	EPI1093950	2017-04-02	Southeast Asia	Laos	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.12	0.14	6b1	0.00	0.00	0.00	4.00	0.00	14.00	2017.25	2017-04-03
A/Lao/2979/2016	EPI871055	2016-09-27	Southeast Asia	Laos	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.12	0.14	6b1	0.00	0.00	0.00	4.00	0.00	13.00	2016.74	2016-09-26
A/Lao/3660/2016	EPI912026	2016-10-31	Southeast Asia	Laos	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.12	0.14	6b1	0.00	0.00	0.00	4.00	0.00	13.00	2016.84	2016-10-31
A/Brisbane/295/2016	EPI893196	2016-11-04	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.12	0.10	6b1	0.00	0.00	0.00	4.00	0.00	11.00	2016.84	2016-11-03
A/Yamagata/204/2016	EPI869817	2016-10-16	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.12	0.10	6b1	0.00	0.00	0.00	4.00	0.00	11.00	2016.79	2016-10-15
A/Sakai/21/2017	EPI1044565	2017-04-12	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.12	0.10	6b1	0.00	0.00	0.00	4.00	0.00	12.00	2017.28	2017-04-12
A/Kanagawa/206/2016	EPI917557	2016-11-03	Japan Korea	Japan	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.12	0.10	6b1	0.00	0.00	0.00	4.00	0.00	11.00	2016.84	2016-11-02
A/Ehime/11/2017	EPI1009571	2017-02-13	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.12	0.10	6b1	0.00	0.00	0.00	4.00	0.00	12.00	2017.12	2017-02-13
A/Aichi/178/2016	EPI957471	2016-12-19	Japan Korea	Japan	unknown	Aichi Prefectural Institute Of Public Health	unknown	unknown	unknown	0.12	0.10	6b1	0.00	0.00	0.00	4.00	0.00	11.00	2016.97	2016-12-19
A/Wakayama/83/2017	EPI1009563	2017-02-21	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.12	0.10	6b1	0.00	0.00	0.00	4.00	0.00	11.00	2017.15	2017-02-22
A/Yamaguchi/12/2017	EPI970792	2017-01-17	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.12	0.10	6b1	0.00	0.00	0.00	4.00	0.00	11.00	2017.05	2017-01-17
A/Osaka-C/1/2017	EPI1002818	2017-01-15	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.12	0.10	6b1	0.00	0.00	0.00	4.00	0.00	11.00	2017.04	2017-01-16
A/India/5714/2015	EPI756191	2015-09-24	South Asia	India	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.06	0.10	6b1	0.00	0.00	0.00	4.00	0.02	10.00	2015.73	2015-09-24
A/Jordan/20404/2016	EPI858983	2016-03-25	West Asia	Jordan	unknown	Crick Worldwide Influenza Centre	unknown	unknown	unknown	0.06	0.10	6b1	0.00	0.00	0.00	4.00	0.01	10.00	2016.23	2016-03-24
A/Antananarivo/3663/2016	EPI859804	2016-07-14	Africa	Madagascar	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.06	0.10	6b1	0.00	0.00	0.00	4.00	0.00	10.00	2016.53	2016-07-13
A/Darwin/15/2015	EPI675529	2015-10-09	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.06	0.10	6b1	0.00	0.00	0.00	4.00	0.04	10.00	2015.77	2015-10-10
A/StPetersburg/11/2015	EPI815356	2015-12-24	West Asia	Russia	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.06	0.10	6b1	0.00	0.00	0.00	4.00	0.02	12.00	2015.98	2015-12-24
A/CostaRica/5068/2016	EPI858580	2016-02-05	North America	Costa Rica	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.06	0.10	6b1	0.00	0.00	0.00	5.00	0.01	10.00	2016.10	2016-02-05
A/Spain/112307/2015	EPI706960	2015-12-28	Europe	Spain	unknown	Crick Worldwide Influenza Centre	unknown	unknown	unknown	0.06	0.10	6b1	0.00	0.00	0.00	4.00	0.02	10.00	2015.99	2015-12-28
A/Singapore/GP1908/2015	EPI862697	2015-11-04	Southeast Asia	Singapore	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.06	0.10	6b1	0.00	0.00	0.00	4.00	0.03	11.00	2015.84	2015-11-04
