Accession,Length,Host,Protein,Subtype,Country,Region,Month,Day,Year,Virus,Age,BirthYear
AAZ74555,497,Human,NP,H3N2,USA,N,11,4,2004,Influenza A virus (A/New York/98/2004(H3N2))XX,80,1924
AAZ74559,757,Human,PB1,H3N2,USA,N,11,4,2004,Influenza A virus (A/New York/98/2004(H3N2))XX,80,1924
AAZ74561,759,Human,PB2,H3N2,USA,N,11,4,2004,Influenza A virus (A/New York/98/2004(H3N2))XX,80,1924
AAY27960,252,Human,M1,H3N2,USA,N,1,23,2002,Influenza A virus (A/New York/99/2002(H3N2))XX,18,1984
AAY27962,469,Human,NA,H3N2,USA,N,1,23,2002,Influenza A virus (A/New York/99/2002(H3N2))XX,18,1984
AAY27968,759,Human,PB2,H3N2,USA,N,1,23,2002,Influenza A virus (A/New York/99/2002(H3N2))XX,18,1984
BAH20594,314,Human,HA,H3N2,Japan,N,2,4,2004,Influenza A virus (A/Okinawa/10/2004(H3N2))XX,9,1995
BAH20595,314,Human,HA,H3N2,Japan,N,2,6,2004,Influenza A virus (A/Okinawa/12/2004(H3N2))XX,4,2000
BAH20596,314,Human,HA,H3N2,Japan,N,2,6,2004,Influenza A virus (A/Okinawa/14/2004(H3N2))XX,7,1997
BAH20561,314,Human,HA,H3N2,Japan,N,7,11,2001,Influenza A virus (A/Okinawa/184/2001(H3N2))XX,1,2000
BAH20588,314,Human,HA,H3N2,Japan,N,1,27,2004,Influenza A virus (A/Okinawa/2/2004(H3N2))XX,14,1990
BAH20562,314,Human,HA,H3N2,Japan,N,10,23,2001,Influenza A virus (A/Okinawa/208/2001(H3N2))XX,5,1996
BAH20598,314,Human,HA,H3N2,Japan,N,2,13,2004,Influenza A virus (A/Okinawa/22/2004(H3N2))XX,5,1999
BAH20565,314,Human,HA,H3N2,Japan,N,2,16,2002,Influenza A virus (A/Okinawa/31/2002(H3N2))XX,42,1960
BAH20589,314,Human,HA,H3N2,Japan,N,1,30,2004,Influenza A virus (A/Okinawa/4/2004(H3N2))XX,13,1991
BAH20566,314,Human,HA,H3N2,Japan,N,3,12,2002,Influenza A virus (A/Okinawa/40/2002(H3N2))XX,59,1943
BAH20605,314,Human,HA,H3N2,Japan,N,3,4,2004,Influenza A virus (A/Okinawa/40/2004(H3N2))XX,79,1925
BAH20567,314,Human,HA,H3N2,Japan,N,8,22,2002,Influenza A virus (A/Okinawa/45/2002(H3N2))XX,4,1998
BAH20568,314,Human,HA,H3N2,Japan,N,12,4,2002,Influenza A virus (A/Okinawa/47/2002(H3N2))XX,12,1990
BAH20584,314,Human,HA,H3N2,Japan,N,1,31,2003,Influenza A virus (A/Okinawa/49/2003(H3N2))XX,2,2001
BAH20558,314,Human,HA,H3N2,Japan,N,1,11,2001,Influenza A virus (A/Okinawa/5/2001(H3N2))XX,22,1979
BAH20590,314,Human,HA,H3N2,Japan,N,1,30,2004,Influenza A virus (A/Okinawa/5/2004(H3N2))XX,11,1993
BAH20585,314,Human,HA,H3N2,Japan,N,12,10,2003,Influenza A virus (A/Okinawa/51/2003(H3N2))XX,9,1994
BAH20559,314,Human,HA,H3N2,Japan,N,2,28,2001,Influenza A virus (A/Okinawa/54/2001(H3N2))XX,8,1993
BAH20591,314,Human,HA,H3N2,Japan,N,1,30,2004,Influenza A virus (A/Okinawa/6/2004(H3N2))XX,14,1990
BAH20572,314,Human,HA,H3N2,Japan,N,1,10,2003,Influenza A virus (A/Okinawa/8/2003(H3N2))XX,1,2002
BAH20593,314,Human,HA,H3N2,Japan,N,2,4,2004,Influenza A virus (A/Okinawa/9/2004(H3N2))XX,5,1999
BAH20560,314,Human,HA,H3N2,Japan,N,3,27,2001,Influenza A virus (A/Okinawa/92/2001(H3N2))XX,1,2000
ABK40614,97,Human,M2,H3N2,Australia,S,9,15,2000,Influenza A virus (A/Queensland/1/2000(H3N2))XX,4,1996
ABK40617,230,Human,NS1,H3N2,Australia,S,9,15,2000,Influenza A virus (A/Queensland/1/2000(H3N2))XX,4,1996
ABO38087,566,Human,HA,H3N2,Australia,S,NA,NA,2000,Influenza A virus (A/Queensland/10/2000(H3N2))XX,0,2000
ABO38090,469,Human,NA,H3N2,Australia,S,NA,NA,2000,Influenza A virus (A/Queensland/10/2000(H3N2))XX,0,2000
ABK80121,757,Human,PB1,H3N2,Australia,S,8,11,2001,Influenza A virus (A/Queensland/11/2001(H3N2))XX,3,1998
ABK80124,566,Human,HA,H3N2,Australia,S,8,24,2001,Influenza A virus (A/Queensland/12/2001(H3N2))XX,3,1998
ABK80128,498,Human,NP,H3N2,Australia,S,8,24,2001,Influenza A virus (A/Queensland/12/2001(H3N2))XX,3,1998
ABK80130,121,Human,NS2,H3N2,Australia,S,8,24,2001,Influenza A virus (A/Queensland/12/2001(H3N2))XX,3,1998
ABK80132,757,Human,PB1,H3N2,Australia,S,8,24,2001,Influenza A virus (A/Queensland/12/2001(H3N2))XX,3,1998
ABK80303,469,Human,NA,H3N2,Australia,S,9,13,2001,Influenza A virus (A/Queensland/15/2001(H3N2))XX,2,1999
ABK80138,469,Human,NA,H3N2,Australia,S,8,17,2001,Influenza A virus (A/Queensland/16/2001(H3N2))XX,4,1997
ABK80314,469,Human,NA,H3N2,Australia,S,8,24,2001,Influenza A virus (A/Queensland/17/2001(H3N2))XX,10,1991
ABL67286,566,Human,HA,H3N2,Australia,S,7,14,2001,Influenza A virus (A/Queensland/19/2001(H3N2))XX,2,1999
ABL67289,469,Human,NA,H3N2,Australia,S,7,14,2001,Influenza A virus (A/Queensland/19/2001(H3N2))XX,2,1999
ABL67290,498,Human,NP,H3N2,Australia,S,7,14,2001,Influenza A virus (A/Queensland/19/2001(H3N2))XX,2,1999
ABL67294,757,Human,PB1,H3N2,Australia,S,7,14,2001,Influenza A virus (A/Queensland/19/2001(H3N2))XX,2,1999
ABL67296,759,Human,PB2,H3N2,Australia,S,7,14,2001,Influenza A virus (A/Queensland/19/2001(H3N2))XX,2,1999
ABK80058,566,Human,HA,H3N2,Australia,S,7,16,2000,Influenza A virus (A/Queensland/2/2000(H3N2))XX,63,1937
ABK80061,469,Human,NA,H3N2,Australia,S,7,16,2000,Influenza A virus (A/Queensland/2/2000(H3N2))XX,63,1937
ABK80066,757,Human,PB1,H3N2,Australia,S,7,16,2000,Influenza A virus (A/Queensland/2/2000(H3N2))XX,63,1937
ABK80067,90,Human,PB1-F2,H3N2,Australia,S,7,16,2000,Influenza A virus (A/Queensland/2/2000(H3N2))XX,63,1937
ABK80068,759,Human,PB2,H3N2,Australia,S,7,16,2000,Influenza A virus (A/Queensland/2/2000(H3N2))XX,63,1937
ABK80157,566,Human,HA,H3N2,Australia,S,8,5,2001,Influenza A virus (A/Queensland/20/2001(H3N2))XX,4,1997
ABK80160,469,Human,NA,H3N2,Australia,S,8,5,2001,Influenza A virus (A/Queensland/20/2001(H3N2))XX,4,1997
ABK80161,498,Human,NP,H3N2,Australia,S,8,5,2001,Influenza A virus (A/Queensland/20/2001(H3N2))XX,4,1997
ABK80171,469,Human,NA,H3N2,Australia,S,7,26,2002,Influenza A virus (A/Queensland/21/2002(H3N2))XX,10,1992
ABK80172,498,Human,NP,H3N2,Australia,S,7,26,2002,Influenza A virus (A/Queensland/21/2002(H3N2))XX,10,1992
ABL67300,469,Human,NA,H3N2,Australia,S,7,15,2002,Influenza A virus (A/Queensland/22/2002(H3N2))XX,1,2001
ABL67302,230,Human,NS1,H3N2,Australia,S,7,15,2002,Influenza A virus (A/Queensland/22/2002(H3N2))XX,1,2001
ABL67304,716,Human,PA,H3N2,Australia,S,7,15,2002,Influenza A virus (A/Queensland/22/2002(H3N2))XX,1,2001
ABL67305,757,Human,PB1,H3N2,Australia,S,7,15,2002,Influenza A virus (A/Queensland/22/2002(H3N2))XX,1,2001
ABL67307,759,Human,PB2,H3N2,Australia,S,7,15,2002,Influenza A virus (A/Queensland/22/2002(H3N2))XX,1,2001
ABK80179,566,Human,HA,H3N2,Australia,S,8,13,2002,Influenza A virus (A/Queensland/23/2002(H3N2))XX,0,2002
ABK80182,469,Human,NA,H3N2,Australia,S,8,13,2002,Influenza A virus (A/Queensland/23/2002(H3N2))XX,0,2002
ABK80186,716,Human,PA,H3N2,Australia,S,8,13,2002,Influenza A virus (A/Queensland/23/2002(H3N2))XX,0,2002
ABK80193,469,Human,NA,H3N2,Australia,S,7,25,2002,Influenza A virus (A/Queensland/24/2002(H3N2))XX,0,2002
ABK80195,230,Human,NS1,H3N2,Australia,S,7,25,2002,Influenza A virus (A/Queensland/24/2002(H3N2))XX,0,2002
ABK80204,469,Human,NA,H3N2,Australia,S,8,6,2002,Influenza A virus (A/Queensland/26/2002(H3N2))XX,0,2002
ABK80205,498,Human,NP,H3N2,Australia,S,8,6,2002,Influenza A virus (A/Queensland/26/2002(H3N2))XX,0,2002
ABK80206,230,Human,NS1,H3N2,Australia,S,8,6,2002,Influenza A virus (A/Queensland/26/2002(H3N2))XX,0,2002
ABK80207,121,Human,NS2,H3N2,Australia,S,8,6,2002,Influenza A virus (A/Queensland/26/2002(H3N2))XX,0,2002
ABK80208,716,Human,PA,H3N2,Australia,S,8,6,2002,Influenza A virus (A/Queensland/26/2002(H3N2))XX,0,2002
ABK80211,759,Human,PB2,H3N2,Australia,S,8,6,2002,Influenza A virus (A/Queensland/26/2002(H3N2))XX,0,2002
ABL67308,566,Human,HA,H3N2,Australia,S,8,13,2002,Influenza A virus (A/Queensland/27/2002(H3N2))XX,0,2002
ABL67313,230,Human,NS1,H3N2,Australia,S,8,13,2002,Influenza A virus (A/Queensland/27/2002(H3N2))XX,0,2002
ABL67314,121,Human,NS2,H3N2,Australia,S,8,13,2002,Influenza A virus (A/Queensland/27/2002(H3N2))XX,0,2002
ABL67315,716,Human,PA,H3N2,Australia,S,8,13,2002,Influenza A virus (A/Queensland/27/2002(H3N2))XX,0,2002
ABL67318,759,Human,PB2,H3N2,Australia,S,8,13,2002,Influenza A virus (A/Queensland/27/2002(H3N2))XX,0,2002
ABL67320,252,Human,M1,H3N2,Australia,S,8,12,2002,Influenza A virus (A/Queensland/28/2002(H3N2))XX,6,1996
ABL67322,469,Human,NA,H3N2,Australia,S,8,12,2002,Influenza A virus (A/Queensland/28/2002(H3N2))XX,6,1996
ABL67324,230,Human,NS1,H3N2,Australia,S,8,12,2002,Influenza A virus (A/Queensland/28/2002(H3N2))XX,6,1996
ABL67326,716,Human,PA,H3N2,Australia,S,8,12,2002,Influenza A virus (A/Queensland/28/2002(H3N2))XX,6,1996
ABL67327,757,Human,PB1,H3N2,Australia,S,8,12,2002,Influenza A virus (A/Queensland/28/2002(H3N2))XX,6,1996
ABL67333,469,Human,NA,H3N2,Australia,S,8,17,2002,Influenza A virus (A/Queensland/29/2002(H3N2))XX,1,2001
ABL67338,757,Human,PB1,H3N2,Australia,S,8,17,2002,Influenza A virus (A/Queensland/29/2002(H3N2))XX,1,2001
ABK80069,566,Human,HA,H3N2,Australia,S,9,4,2000,Influenza A virus (A/Queensland/3/2000(H3N2))XX,1,1999
ABK80078,90,Human,PB1-F2,H3N2,Australia,S,9,4,2000,Influenza A virus (A/Queensland/3/2000(H3N2))XX,1,1999
ABM22073,469,Human,NA,H3N2,Australia,S,8,23,2002,Influenza A virus (A/Queensland/30/2002(H3N2))XX,0,2002
ABM22075,230,Human,NS1,H3N2,Australia,S,8,23,2002,Influenza A virus (A/Queensland/30/2002(H3N2))XX,0,2002
ABM22077,716,Human,PA,H3N2,Australia,S,8,23,2002,Influenza A virus (A/Queensland/30/2002(H3N2))XX,0,2002
ABM22079,90,Human,PB1-F2,H3N2,Australia,S,8,23,2002,Influenza A virus (A/Queensland/30/2002(H3N2))XX,0,2002
ABM22080,759,Human,PB2,H3N2,Australia,S,8,23,2002,Influenza A virus (A/Queensland/30/2002(H3N2))XX,0,2002
ABM22081,566,Human,HA,H3N2,Australia,S,8,12,2003,Influenza A virus (A/Queensland/31/2003(H3N2))XX,88,1915
ABM22089,757,Human,PB1,H3N2,Australia,S,8,12,2003,Influenza A virus (A/Queensland/31/2003(H3N2))XX,88,1915
ABM22092,566,Human,HA,H3N2,Australia,S,8,20,2003,Influenza A virus (A/Queensland/32/2003(H3N2))XX,0,2003
ABM22095,469,Human,NA,H3N2,Australia,S,8,20,2003,Influenza A virus (A/Queensland/32/2003(H3N2))XX,0,2003
ABM22099,716,Human,PA,H3N2,Australia,S,8,20,2003,Influenza A virus (A/Queensland/32/2003(H3N2))XX,0,2003
ABK80212,566,Human,HA,H3N2,Australia,S,8,25,2003,Influenza A virus (A/Queensland/33/2003(H3N2))XX,6,1997
ABK80220,757,Human,PB1,H3N2,Australia,S,8,25,2003,Influenza A virus (A/Queensland/33/2003(H3N2))XX,6,1997
ABK80222,759,Human,PB2,H3N2,Australia,S,8,25,2003,Influenza A virus (A/Queensland/33/2003(H3N2))XX,6,1997
ABM22105,97,Human,M2,H3N2,Australia,S,8,25,2003,Influenza A virus (A/Queensland/34/2003(H3N2))XX,0,2003
ABK80224,252,Human,M1,H3N2,Australia,S,8,10,2003,Influenza A virus (A/Queensland/36/2003(H3N2))XX,2,2001
ABK80225,97,Human,M2,H3N2,Australia,S,8,10,2003,Influenza A virus (A/Queensland/36/2003(H3N2))XX,2,2001
ABK80230,716,Human,PA,H3N2,Australia,S,8,10,2003,Influenza A virus (A/Queensland/36/2003(H3N2))XX,2,2001
ABL67346,230,Human,NS1,H3N2,Australia,S,8,19,2003,Influenza A virus (A/Queensland/37/2003(H3N2))XX,2,2001
ABL67348,716,Human,PA,H3N2,Australia,S,8,19,2003,Influenza A virus (A/Queensland/37/2003(H3N2))XX,2,2001
ABL67350,87,Human,PB1-F2,H3N2,Australia,S,8,19,2003,Influenza A virus (A/Queensland/37/2003(H3N2))XX,2,2001
ABL67355,469,Human,NA,H3N2,Australia,S,9,3,2003,Influenza A virus (A/Queensland/38/2003(H3N2))XX,3,2000
ABL67357,230,Human,NS1,H3N2,Australia,S,9,3,2003,Influenza A virus (A/Queensland/38/2003(H3N2))XX,3,2000
ABL67358,121,Human,NS2,H3N2,Australia,S,9,3,2003,Influenza A virus (A/Queensland/38/2003(H3N2))XX,3,2000
ABL67359,716,Human,PA,H3N2,Australia,S,9,3,2003,Influenza A virus (A/Queensland/38/2003(H3N2))XX,3,2000
ABL67360,757,Human,PB1,H3N2,Australia,S,9,3,2003,Influenza A virus (A/Queensland/38/2003(H3N2))XX,3,2000
ABK80234,566,Human,HA,H3N2,Australia,S,9,11,2003,Influenza A virus (A/Queensland/39/2003(H3N2))XX,2,2001
ABK80236,97,Human,M2,H3N2,Australia,S,9,11,2003,Influenza A virus (A/Queensland/39/2003(H3N2))XX,2,2001
ABK80237,469,Human,NA,H3N2,Australia,S,9,11,2003,Influenza A virus (A/Queensland/39/2003(H3N2))XX,2,2001
ABK80239,230,Human,NS1,H3N2,Australia,S,9,11,2003,Influenza A virus (A/Queensland/39/2003(H3N2))XX,2,2001
ABK80242,757,Human,PB1,H3N2,Australia,S,9,11,2003,Influenza A virus (A/Queensland/39/2003(H3N2))XX,2,2001
ABK40623,566,Human,HA,H3N2,Australia,S,9,5,2000,Influenza A virus (A/Queensland/4/2000(H3N2))XX,40,1960
ABL67363,566,Human,HA,H3N2,Australia,S,9,10,2003,Influenza A virus (A/Queensland/40/2003(H3N2))XX,5,1998
ABL67365,97,Human,M2,H3N2,Australia,S,9,10,2003,Influenza A virus (A/Queensland/40/2003(H3N2))XX,5,1998
ABL67366,469,Human,NA,H3N2,Australia,S,9,10,2003,Influenza A virus (A/Queensland/40/2003(H3N2))XX,5,1998
ABL67373,759,Human,PB2,H3N2,Australia,S,9,10,2003,Influenza A virus (A/Queensland/40/2003(H3N2))XX,5,1998
ABM22127,97,Human,M2,H3N2,Australia,S,10,7,2004,Influenza A virus (A/Queensland/41/2004(H3N2))XX,4,2000
ABM22135,759,Human,PB2,H3N2,Australia,S,10,7,2004,Influenza A virus (A/Queensland/41/2004(H3N2))XX,4,2000
ABL67374,566,Human,HA,H3N2,Australia,S,10,13,2004,Influenza A virus (A/Queensland/42/2004(H3N2))XX,6,1998
ABL67380,121,Human,NS2,H3N2,Australia,S,10,13,2004,Influenza A virus (A/Queensland/42/2004(H3N2))XX,6,1998
ABL67382,754,Human,PB1,H3N2,Australia,S,10,13,2004,Influenza A virus (A/Queensland/42/2004(H3N2))XX,6,1998
ABO32785,759,Human,PB2,H3N2,Australia,S,10,9,2004,Influenza A virus (A/Queensland/44/2004(H3N2))XX,33,1971
ABO32793,469,Human,NA,H3N2,Australia,S,9,15,2004,Influenza A virus (A/Queensland/45/2004(H3N2))XX,29,1975
ABO32797,716,Human,PA,H3N2,Australia,S,9,15,2004,Influenza A virus (A/Queensland/45/2004(H3N2))XX,29,1975
ABO32800,759,Human,PB2,H3N2,Australia,S,9,15,2004,Influenza A virus (A/Queensland/45/2004(H3N2))XX,29,1975
ABK80250,230,Human,NS1,H3N2,Australia,S,10,6,2004,Influenza A virus (A/Queensland/47/2004(H3N2))XX,0,2004
ABK80253,757,Human,PB1,H3N2,Australia,S,10,6,2004,Influenza A virus (A/Queensland/47/2004(H3N2))XX,0,2004
ABK80259,469,Human,NA,H3N2,Australia,S,9,30,2004,Influenza A virus (A/Queensland/48/2004(H3N2))XX,47,1957
ABK80267,566,Human,HA,H3N2,Australia,S,10,1,2004,Influenza A virus (A/Queensland/49/2004(H3N2))XX,28,1976
ABK80272,230,Human,NS1,H3N2,Australia,S,10,1,2004,Influenza A virus (A/Queensland/49/2004(H3N2))XX,28,1976
ABK80275,757,Human,PB1,H3N2,Australia,S,10,1,2004,Influenza A virus (A/Queensland/49/2004(H3N2))XX,28,1976
ABK80080,566,Human,HA,H3N2,Australia,S,8,13,2000,Influenza A virus (A/Queensland/5/2000(H3N2))XX,1,1999
ABK80083,469,Human,NA,H3N2,Australia,S,8,13,2000,Influenza A virus (A/Queensland/5/2000(H3N2))XX,1,1999
ABK80085,230,Human,NS1,H3N2,Australia,S,8,13,2000,Influenza A virus (A/Queensland/5/2000(H3N2))XX,1,1999
ABK80089,90,Human,PB1-F2,H3N2,Australia,S,8,13,2000,Influenza A virus (A/Queensland/5/2000(H3N2))XX,1,1999
ABO32803,566,Human,HA,H3N2,Australia,S,10,27,2004,Influenza A virus (A/Queensland/50/2004(H3N2))XX,54,1950
ABO38417,566,Human,HA,H3N2,Australia,S,NA,NA,2000,Influenza A virus (A/Queensland/6/2000(H3N2))XX,0,2000
ABO38422,230,Human,NS1,H3N2,Australia,S,NA,NA,2000,Influenza A virus (A/Queensland/6/2000(H3N2))XX,0,2000
ABL67275,566,Human,HA,H3N2,Australia,S,9,19,2000,Influenza A virus (A/Queensland/7/2000(H3N2))XX,60,1940
ABL67282,716,Human,PA,H3N2,Australia,S,9,19,2000,Influenza A virus (A/Queensland/7/2000(H3N2))XX,60,1940
ABK80094,469,Human,NA,H3N2,Australia,S,9,20,2000,Influenza A virus (A/Queensland/8/2000(H3N2))XX,3,1997
ABK80100,90,Human,PB1-F2,H3N2,Australia,S,9,20,2000,Influenza A virus (A/Queensland/8/2000(H3N2))XX,3,1997
ABK80106,498,Human,NP,H3N2,Australia,S,8,28,2000,Influenza A virus (A/Queensland/9/2000(H3N2))XX,68,1932
ABK80112,759,Human,PB2,H3N2,Australia,S,8,28,2000,Influenza A virus (A/Queensland/9/2000(H3N2))XX,68,1932
ACK99454,566,Human,HA,H3N2,Italy,N,12,17,1991,Influenza A virus (A/Siena/1/1991(H3N2))XX,17,1974
ACK99455,252,Human,M1,H3N2,Italy,N,12,17,1991,Influenza A virus (A/Siena/1/1991(H3N2))XX,17,1974
ACK99457,469,Human,NA,H3N2,Italy,N,12,17,1991,Influenza A virus (A/Siena/1/1991(H3N2))XX,17,1974
ACK99458,498,Human,NP,H3N2,Italy,N,12,17,1991,Influenza A virus (A/Siena/1/1991(H3N2))XX,17,1974
ACK99462,757,Human,PB1,H3N2,Italy,N,12,17,1991,Influenza A virus (A/Siena/1/1991(H3N2))XX,17,1974
ACI26571,566,Human,HA,H3N2,Italy,N,1,18,1990,Influenza A virus (A/Siena/10/1990(H3N2))XX,32,1958
ACI26572,252,Human,M1,H3N2,Italy,N,1,18,1990,Influenza A virus (A/Siena/10/1990(H3N2))XX,32,1958
ACI26576,237,Human,NS1,H3N2,Italy,N,1,18,1990,Influenza A virus (A/Siena/10/1990(H3N2))XX,32,1958
ACI26577,121,Human,NS2,H3N2,Italy,N,1,18,1990,Influenza A virus (A/Siena/10/1990(H3N2))XX,32,1958
ACI26579,757,Human,PB1,H3N2,Italy,N,1,18,1990,Influenza A virus (A/Siena/10/1990(H3N2))XX,32,1958
ACI26580,90,Human,PB1-F2,H3N2,Italy,N,1,18,1990,Influenza A virus (A/Siena/10/1990(H3N2))XX,32,1958
ACI26581,759,Human,PB2,H3N2,Italy,N,1,18,1990,Influenza A virus (A/Siena/10/1990(H3N2))XX,32,1958
ACU12494,566,Human,HA,H3N2,Italy,N,12,19,1991,Influenza A virus (A/Siena/3/1991(H3N2))XX,18,1973
ACU12495,252,Human,M1,H3N2,Italy,N,12,19,1991,Influenza A virus (A/Siena/3/1991(H3N2))XX,18,1973
ACU12497,469,Human,NA,H3N2,Italy,N,12,19,1991,Influenza A virus (A/Siena/3/1991(H3N2))XX,18,1973
ACU12499,230,Human,NS1,H3N2,Italy,N,12,19,1991,Influenza A virus (A/Siena/3/1991(H3N2))XX,18,1973
ACU12502,757,Human,PB1,H3N2,Italy,N,12,19,1991,Influenza A virus (A/Siena/3/1991(H3N2))XX,18,1973
ACU12503,90,Human,PB1-F2,H3N2,Italy,N,12,19,1991,Influenza A virus (A/Siena/3/1991(H3N2))XX,18,1973
ACI26560,566,Human,HA,H3N2,Italy,N,1,8,1990,Influenza A virus (A/Siena/4/1990(H3N2))XX,66,1924
ACI26561,252,Human,M1,H3N2,Italy,N,1,8,1990,Influenza A virus (A/Siena/4/1990(H3N2))XX,66,1924
ACI26562,97,Human,M2,H3N2,Italy,N,1,8,1990,Influenza A virus (A/Siena/4/1990(H3N2))XX,66,1924
ACI26563,469,Human,NA,H3N2,Italy,N,1,8,1990,Influenza A virus (A/Siena/4/1990(H3N2))XX,66,1924
ACI26564,498,Human,NP,H3N2,Italy,N,1,8,1990,Influenza A virus (A/Siena/4/1990(H3N2))XX,66,1924
ACI26565,237,Human,NS1,H3N2,Italy,N,1,8,1990,Influenza A virus (A/Siena/4/1990(H3N2))XX,66,1924
ACI26566,121,Human,NS2,H3N2,Italy,N,1,8,1990,Influenza A virus (A/Siena/4/1990(H3N2))XX,66,1924
ACI26567,716,Human,PA,H3N2,Italy,N,1,8,1990,Influenza A virus (A/Siena/4/1990(H3N2))XX,66,1924
ACI26568,757,Human,PB1,H3N2,Italy,N,1,8,1990,Influenza A virus (A/Siena/4/1990(H3N2))XX,66,1924
ACI26569,90,Human,PB1-F2,H3N2,Italy,N,1,8,1990,Influenza A virus (A/Siena/4/1990(H3N2))XX,66,1924
ACI26570,759,Human,PB2,H3N2,Italy,N,1,8,1990,Influenza A virus (A/Siena/4/1990(H3N2))XX,66,1924
ACI26582,566,Human,HA,H3N2,Italy,N,12,21,1991,Influenza A virus (A/Siena/5/1991(H3N2))XX,16,1975
ACI26585,469,Human,NA,H3N2,Italy,N,12,21,1991,Influenza A virus (A/Siena/5/1991(H3N2))XX,16,1975
ACI26586,498,Human,NP,H3N2,Italy,N,12,21,1991,Influenza A virus (A/Siena/5/1991(H3N2))XX,16,1975
ACI26587,230,Human,NS1,H3N2,Italy,N,12,21,1991,Influenza A virus (A/Siena/5/1991(H3N2))XX,16,1975
ACI26593,566,Human,HA,H3N2,Italy,N,12,24,1991,Influenza A virus (A/Siena/6/1991(H3N2))XX,15,1976
ABC68049,566,Human,HA,H3N2,New Zealand,S,6,13,2002,Influenza A virus (A/South Canterbury/37/2002(H3N2))XX,78,1924
ABC68052,469,Human,NA,H3N2,New Zealand,S,6,13,2002,Influenza A virus (A/South Canterbury/37/2002(H3N2))XX,78,1924
ABC68054,230,Human,NS1,H3N2,New Zealand,S,6,13,2002,Influenza A virus (A/South Canterbury/37/2002(H3N2))XX,78,1924
ABC43021,498,Human,NP,H3N2,New Zealand,S,8,22,2003,Influenza A virus (A/South Canterbury/433/2003(H3N2))XX,38,1965
ABC84423,252,Human,M1,H3N2,New Zealand,S,9,18,2004,Influenza A virus (A/Tairawhiti/223/2004(H3N2))XX,0,2004
ABC84429,716,Human,PA,H3N2,New Zealand,S,9,18,2004,Influenza A virus (A/Tairawhiti/223/2004(H3N2))XX,0,2004
ABC84430,757,Human,PB1,H3N2,New Zealand,S,9,18,2004,Influenza A virus (A/Tairawhiti/223/2004(H3N2))XX,0,2004
ABC42629,566,Human,HA,H3N2,New Zealand,S,9,10,2004,Influenza A virus (A/Tairawhiti/369/2004(H3N2))XX,0,2004
ABC42637,757,Human,PB1,H3N2,New Zealand,S,9,10,2004,Influenza A virus (A/Tairawhiti/369/2004(H3N2))XX,0,2004
ABC42638,90,Human,PB1-F2,H3N2,New Zealand,S,9,10,2004,Influenza A virus (A/Tairawhiti/369/2004(H3N2))XX,0,2004
ABG37375,95,Human,M2,H3N2,New Zealand,S,8,9,2000,Influenza A virus (A/Waikato/1/2000(H3N2))XX,32,1968
ABG37377,498,Human,NP,H3N2,New Zealand,S,8,9,2000,Influenza A virus (A/Waikato/1/2000(H3N2))XX,32,1968
ABG37378,230,Human,NS1,H3N2,New Zealand,S,8,9,2000,Influenza A virus (A/Waikato/1/2000(H3N2))XX,32,1968
ABG37383,759,Human,PB2,H3N2,New Zealand,S,8,9,2000,Influenza A virus (A/Waikato/1/2000(H3N2))XX,32,1968
ABG48073,96,Human,M2,H3N2,New Zealand,S,4,25,2001,Influenza A virus (A/Waikato/1/2001(H3N2))XX,13,1988
ABG48074,469,Human,NA,H3N2,New Zealand,S,4,25,2001,Influenza A virus (A/Waikato/1/2001(H3N2))XX,13,1988
ABG37547,90,Human,PB1-F2,H3N2,New Zealand,S,5,20,2003,Influenza A virus (A/Waikato/1/2003(H3N2))XX,9,1994
ABI95239,566,Human,HA,H3N2,New Zealand,S,8,12,2004,Influenza A virus (A/Waikato/1/2004(H3N2))XX,34,1970
ABI95242,469,Human,NA,H3N2,New Zealand,S,8,12,2004,Influenza A virus (A/Waikato/1/2004(H3N2))XX,34,1970
ABI95244,230,Human,NS1,H3N2,New Zealand,S,8,12,2004,Influenza A virus (A/Waikato/1/2004(H3N2))XX,34,1970
ABI95246,716,Human,PA,H3N2,New Zealand,S,8,12,2004,Influenza A virus (A/Waikato/1/2004(H3N2))XX,34,1970
ABG48243,716,Human,PA,H3N2,New Zealand,S,7,8,2003,Influenza A virus (A/Waikato/102/2003(H3N2))XX,38,1965
ABG67517,498,Human,NP,H3N2,New Zealand,S,9,13,2001,Influenza A virus (A/Waikato/105/2001(H3N2))XX,0,2001
ABG67520,716,Human,PA,H3N2,New Zealand,S,9,13,2001,Influenza A virus (A/Waikato/105/2001(H3N2))XX,0,2001
ABI21046,566,Human,HA,H3N2,New Zealand,S,7,7,2003,Influenza A virus (A/Waikato/108/2003(H3N2))XX,6,1997
ABI21049,469,Human,NA,H3N2,New Zealand,S,7,7,2003,Influenza A virus (A/Waikato/108/2003(H3N2))XX,6,1997
ABG67582,469,Human,NA,H3N2,New Zealand,S,7,6,2003,Influenza A virus (A/Waikato/115/2003(H3N2))XX,69,1934
ABG67583,498,Human,NP,H3N2,New Zealand,S,7,6,2003,Influenza A virus (A/Waikato/115/2003(H3N2))XX,69,1934
ABI21079,566,Human,HA,H3N2,New Zealand,S,9,1,2004,Influenza A virus (A/Waikato/12/2004(H3N2))XX,11,1993
